IncidentNumber,DateOfCall,CalYear,HourOfCall,IncGeo_BoroughName,Easting_rounded,Northing_rounded,AttendanceTime,DeployedFromStation,lat_cal,long_cal,lat_cal_r,long_cal_r,stat,lat,long,bor_sqkm,pop_per_stat,distance_stat,distance,AttendanceTimeClasses3
074219-26052023,2023-05-26,2023,20,WALTHAM FOREST,538050,186650,28.0,Leyton,51.562029281926904,-0.010363467731949409,51.5618405160804,-0.009837884327652195,Leyton,51.564005,-0.017636,38.82,69512.0,9893.889438578515,552.3202392014638,0-3min
097961-02072023,2023-07-02,2023,19,SUTTON,524450,166050,178.0,Sutton,inf,inf,51.37986807569795,-0.21317522649855664,Sutton,51.36904525,-0.21119305,43.85,104758.0,16433.216549540477,1211.9828149841394,0-3min
185812-26112023,2023-11-26,2023,18,ISLINGTON,532250,183450,328.0,Islington,inf,inf,51.534472592326594,-0.09466156070856405,Islington,51.539912,-0.102337,14.86,108384.0,4036.576352007245,806.1362971164784,3-6min
012947-26012023,2023-01-26,2023,20,CROYDON,533050,164650,278.0,Croydon,51.36528141289611,-0.09002745025314761,51.36533814155335,-0.09019747735062628,Croydon,51.36904316,-0.10502934,86.52,78101.0,15455.437048077774,1127.164580191736,3-6min
029482-28022023,2023-02-28,2023,10,HAMMERSMITH AND FULHAM,523350,178850,110.0,Hammersmith,51.495356507680405,-0.22425038463777536,51.49514473988181,-0.22451792531379905,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,83.07529790219596,0-3min
086698-15062023,2023-06-15,2023,1,EALING,514550,185050,208.0,Northolt,inf,inf,51.55271820131573,-0.3492106330461231,Northolt,51.55491,-0.35947,55.53,91532.0,16923.24105510712,752.2015920790678,3-6min
046665-04042023,2023-04-04,2023,12,HAVERING,556250,186550,1088.0,Ilford,inf,inf,51.55619821519883,0.25247152455279787,Ilford,51.562624,0.091493,56.41,103279.0,16375.923909334317,11186.757684848937,> 15min
131404-29082023,2023-08-29,2023,8,WESTMINSTER,529550,181150,161.0,Soho,51.514519472961766,-0.13502774147549246,51.514428743512234,-0.1344117131410234,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,298.4508867295571,0-3min
036550-14032023,2023-03-14,2023,13,TOWER HAMLETS,535650,181050,251.0,Whitechapel,inf,inf,51.512099769088586,-0.04659508167554495,Whitechapel,51.515125,-0.068433,19.77,62455.0,4185.566938573565,1552.8992734851367,3-6min
044477-30032023,2023-03-30,2023,23,EALING,512950,182050,228.0,Southall,inf,inf,51.526077135272146,-0.3732394121994069,Southall,51.51144,-0.37448,55.53,91532.0,17114.811924824804,1630.7763111946479,3-6min
073984-26052023,2023-05-26,2023,14,HOUNSLOW,519350,178850,264.0,Chiswick,51.49571637563887,-0.2822217689291224,51.49600249698277,-0.282110168452279,Chiswick,51.49061,-0.26903,55.99,95980.0,9976.151735711266,1076.0967487883988,3-6min
073875-26052023,2023-05-26,2023,12,BARNET,521550,191150,301.0,Mill Hill,inf,inf,51.60607654704081,-0.24618803366457143,Mill Hill,51.61522,-0.24342,86.74,97160.0,14457.554325991356,1035.2133416724228,3-6min
077062-31052023,2023-05-31,2023,14,EALING,520750,180450,352.0,Hammersmith,inf,inf,51.51008520650154,-0.26140538176258243,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,3014.9203757050423,3-6min
036818-14032023,2023-03-14,2023,23,TOWER HAMLETS,537350,178850,286.0,Millwall,inf,inf,51.49192001736354,-0.022968484767065103,Millwall,51.500806,-0.025725,19.77,62455.0,7085.781804491156,1006.9972130202489,3-6min
022619-14022023,2023-02-14,2023,15,TOWER HAMLETS,537150,179650,93.0,Millwall,inf,inf,51.49915742505348,-0.025536853377459034,Millwall,51.500806,-0.025725,19.77,62455.0,7085.781804491156,183.88160576726534,0-3min
037067-15032023,2023-03-15,2023,14,TOWER HAMLETS,539250,181050,569.0,Poplar,51.511234768081906,0.005192129836095405,51.51122479724613,0.005249338695090245,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,1453.9672215597182,9-12min
195088-12122023,2023-12-12,2023,8,HAVERING,550950,187650,281.0,Dagenham,51.56779906871591,0.1767246138549569,51.567523480058945,0.17655272083569917,Dagenham,51.559507,0.15678,36.09,109267.0,20534.625316519363,1664.6048019972363,3-6min
065899-11052023,2023-05-11,2023,15,NEWHAM,543750,183050,535.0,Barking,51.52817502689166,0.07102958224943962,51.52806999825296,0.07086622727334696,Barking,51.52982,0.088809,36.09,109267.0,15193.759829792516,1245.351577678878,6-9min
187398-29112023,2023-11-29,2023,14,HOUNSLOW,510450,173150,789.0,Heston,51.44654918556268,-0.4119284558558748,51.446577708476816,-0.4120425909052231,Heston,51.47492,-0.3431,55.99,95980.0,15360.683212352244,5729.331537666998,12-15min
200928-22122023,2023-12-22,2023,11,TOWER HAMLETS,538250,181650,311.0,Poplar,51.51678111835256,-0.008934453905715489,51.51686174788881,-0.008916524093371585,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,809.9028054096458,3-6min
165332-22102023,2023-10-22,2023,23,LEWISHAM,534050,171650,615.0,Forest Hill,inf,inf,51.42800901795605,-0.0732001640054399,Forest Hill,51.442526,-0.04486797,35.15,74952.0,9196.60724664435,2547.5912494929294,9-12min
139840-10092023,2023-09-10,2023,21,LAMBETH,532150,175850,206.0,Brixton,51.46593479932443,-0.09931758829172702,51.46619856450646,-0.09894669584035895,Brixton,51.4634153,-0.1119599,26.82,63500.0,4990.712567649768,924.6076607533124,3-6min
153835-04102023,2023-10-04,2023,3,HOUNSLOW,516450,176250,323.0,Heston,51.47364835822821,-0.32443430416369246,51.47323883291627,-0.32472289136394855,Heston,51.47492,-0.3431,55.99,95980.0,15360.683212352244,1306.0441813946868,3-6min
054910-20042023,2023-04-20,2023,20,ENFIELD,534850,198250,228.0,Enfield,inf,inf,51.66685270992551,-0.05151395856758217,Enfield,51.660474,-0.051915,80.84,109867.0,17844.784030425766,710.2436173254504,3-6min
059171-29042023,2023-04-29,2023,9,LAMBETH,530650,173850,235.0,Brixton,inf,inf,51.4485731386934,-0.12126643763264312,Brixton,51.4634153,-0.1119599,26.82,63500.0,4990.712567649768,1773.476055078365,3-6min
196151-14122023,2023-12-14,2023,5,NEWHAM,538950,184250,216.0,Stratford,51.5404278990031,0.001860466529837075,51.540053574412674,0.0021901380562338907,Stratford,51.54321,0.011631,36.22,116875.0,10437.7576427227,742.6532239389694,3-6min
084934-12062023,2023-06-12,2023,16,MERTON,524950,169050,265.0,Wimbledon,inf,inf,51.40671999241553,-0.20493955414995593,Wimbledon,51.4155428,-0.1975317,37.61,107662.0,11296.133801844093,1108.6767855273354,3-6min
012550-26012023,2023-01-26,2023,1,GREENWICH,539850,178750,211.0,East Greenwich,51.490540148095036,0.012682126219744823,51.490409156266,0.012978864387959914,East Greenwich,51.48690404,0.02230543,47.35,57851.0,10620.047076587329,779.0818419071397,3-6min
036671-14032023,2023-03-14,2023,16,LEWISHAM,537150,172550,307.0,Forest Hill,51.43553382785234,-0.0281952946459132,51.43535555433969,-0.028289297870390064,Forest Hill,51.442526,-0.04486797,35.15,74952.0,9196.60724664435,1398.0258451761347,3-6min
151309-29092023,2023-09-29,2023,19,TOWER HAMLETS,536950,181750,202.0,Poplar,inf,inf,51.5180767257965,-0.027601466691982064,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,1150.217314133015,3-6min
198151-17122023,2023-12-17,2023,14,NEWHAM,541750,184250,308.0,Ilford,51.539691203839396,0.04250895236733192,51.539357980774945,0.04253729395583251,Ilford,51.562624,0.091493,56.41,103279.0,16375.923909334317,4246.687230164127,3-6min
007221-16012023,2023-01-16,2023,12,BROMLEY,540750,170350,238.0,Bromley,51.41425649352986,0.02248845539111143,51.41470430487937,0.022594508810049086,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,885.6741755484184,3-6min
003301-07012023,2023-01-07,2023,20,WESTMINSTER,525050,181250,221.0,North Kensington,inf,inf,51.516340464940136,-0.19919194667975207,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,1246.0010048071167,3-6min
000920-02012023,2023-01-02,2023,16,WESTMINSTER,530350,180750,1016.0,Soho,51.51058758098246,-0.1230540718613698,51.510650256841146,-0.1230370845961682,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,660.9554565712735,> 15min
205947-31122023,2023-12-31,2023,20,SUTTON,526650,163450,487.0,Sutton,inf,inf,51.35601541893067,-0.1825059526398765,Sutton,51.36904525,-0.21119305,43.85,104758.0,16433.216549540477,2468.5190507392335,6-9min
043912-29032023,2023-03-29,2023,21,WESTMINSTER,525950,181850,170.0,Paddington,inf,inf,51.52153287334301,-0.18601402321528515,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,254.91907727497593,0-3min
001749-04012023,2023-01-04,2023,14,HAMMERSMITH AND FULHAM,522150,181250,405.0,North Kensington,51.517160059658934,-0.2407559128604094,51.51697435297462,-0.24096485062118253,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,1870.9884609351905,6-9min
130210-26082023,2023-08-26,2023,21,HILLINGDON,509250,180450,300.0,Hayes,51.51245184283415,-0.42648472290676376,51.5124234251009,-0.42704774237490495,Hayes,51.49459,-0.43159,115.7,76198.0,21111.019149492327,2019.3486598833115,3-6min
077749-01062023,2023-06-01,2023,16,SOUTHWARK,535750,179150,299.0,Deptford,51.49505695488603,-0.046488215628709334,51.49500194953052,-0.045885496280905914,Deptford,51.48489956,-0.03380805,35.15,74952.0,6948.464184782571,1431.7020267059497,3-6min
035198-11032023,2023-03-11,2023,21,HARINGEY,531650,189350,285.0,Hornsey,inf,inf,51.58763265523981,-0.101099644197067,Hornsey,51.58665,-0.12698,29.59,132065.0,8842.858362850997,1797.0447313461689,3-6min
131315-29082023,2023-08-29,2023,0,EALING,519950,179750,241.0,Acton,inf,inf,51.503964275715596,-0.2731654564937654,Acton,51.50715,-0.27691,55.53,91532.0,10349.6321961511,439.569341628622,3-6min
084544-12062023,2023-06-12,2023,5,LEWISHAM,536550,173750,268.0,Forest Hill,inf,inf,51.44628387948581,-0.036453243954263,Forest Hill,51.442526,-0.04486797,35.15,74952.0,9196.60724664435,719.0710356610439,3-6min
124465-17082023,2023-08-17,2023,9,GREENWICH,544550,173250,277.0,Eltham,51.439363058941645,0.07808899056421849,51.43980749702785,0.07838256217267311,Eltham,51.45069495,0.05944427,47.35,57851.0,14395.991771601986,1810.1252969061238,3-6min
085706-13062023,2023-06-13,2023,16,CAMDEN,529050,182950,351.0,Soho,51.530772956107675,-0.14151469258435137,51.53071911874232,-0.14095460046399994,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,2126.3839605568296,3-6min
111208-24072023,2023-07-24,2023,21,HAMMERSMITH AND FULHAM,522150,180450,236.0,Hammersmith,inf,inf,51.50978459028577,-0.24124178137411503,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,1927.1326780246218,3-6min
174551-07112023,2023-11-07,2023,16,LEWISHAM,540550,172250,397.0,Bromley,51.43224612646191,0.020693258384653614,51.43182725549269,0.020473361525982697,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,2815.646822435524,6-9min
117873-05082023,2023-08-05,2023,14,HACKNEY,535850,185850,228.0,Homerton,inf,inf,51.555185338763565,-0.04186454279763522,Homerton,51.548634,-0.043184,19.06,86652.0,7441.716420234339,734.6173623694834,3-6min
092462-24062023,2023-06-24,2023,10,BRENT,521450,183450,375.0,North Kensington,inf,inf,51.5368970350831,-0.250290404968762,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,2976.9457671140153,6-9min
097266-01072023,2023-07-01,2023,18,WESTMINSTER,527150,182750,328.0,Paddington,inf,inf,51.52935241015844,-0.16840276284193748,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,1437.1555118727206,3-6min
012416-25012023,2023-01-25,2023,19,BROMLEY,540750,170250,259.0,Bromley,inf,inf,51.413805705906384,0.02255484516375097,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,841.3172476000592,3-6min
189426-02122023,2023-12-02,2023,17,REDBRIDGE,544250,184950,268.0,Barking,51.54478370795662,0.07870646669019765,51.54501503188938,0.07884681282181163,Barking,51.52982,0.088809,36.09,109267.0,15193.759829792516,1806.0760445437963,3-6min
000638-01012023,2023-01-01,2023,22,REDBRIDGE,543750,186450,291.0,Ilford,inf,inf,51.558620752028105,0.07225383430099609,Ilford,51.562624,0.091493,56.41,103279.0,16375.923909334317,1406.584577631926,3-6min
161257-16102023,2023-10-16,2023,9,ISLINGTON,532550,182750,174.0,Shoreditch,51.52788660280015,-0.09113050833165813,51.52811180847627,-0.09060208305583288,Shoreditch,51.526625,-0.084321,19.06,86652.0,3690.5814748025655,491.4390478398565,0-3min
062429-05052023,2023-05-05,2023,0,BROMLEY,538650,168950,324.0,Beckenham,51.40248085337532,-0.008252501154994334,51.402640650852476,-0.008130538583512033,Beckenham,51.40804499,-0.0341093,150.15,82458.0,12792.281250373548,1905.2202700848843,3-6min
040183-21032023,2023-03-21,2023,21,BROMLEY,540050,170150,262.0,Bromley,inf,inf,51.41308028439611,0.012456273000185467,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,747.4010915518327,3-6min
172543-04112023,2023-11-04,2023,16,HARROW,512750,188450,532.0,Northolt,inf,inf,51.58363872920068,-0.3740713931060567,Northolt,51.55491,-0.35947,55.53,91532.0,16923.24105510712,3352.8325361434063,6-9min
058794-28042023,2023-04-28,2023,16,WANDSWORTH,529050,173150,322.0,Tooting,inf,inf,51.44264889945344,-0.14453325488949215,Tooting,51.4380528,-0.1654001,34.26,109456.0,8131.550209914634,1538.3668522397898,3-6min
136958-07092023,2023-09-07,2023,0,ENFIELD,528250,195850,1081.0,Edmonton,inf,inf,51.64682884370886,-0.14777212165817277,Edmonton,51.62735,-0.06927,80.84,109867.0,13967.778520302169,5851.028678888007,> 15min
035177-11032023,2023-03-11,2023,20,HACKNEY,537150,184750,367.0,Leyton,51.54470447206229,-0.023897418135303206,51.54498644139272,-0.023553488463846025,Leyton,51.564005,-0.017636,38.82,69512.0,9893.889438578515,2190.2710527444283,6-9min
069732-18052023,2023-05-18,2023,20,CAMDEN,529550,181950,189.0,Euston,51.521824947113636,-0.13468605006919612,51.521618075889265,-0.1341179155394605,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,712.1719752810868,3-6min
018163-05022023,2023-02-05,2023,20,BARNET,524050,189850,225.0,Hendon,51.59392872143649,-0.21108218367284082,51.59384890775379,-0.2105655722621565,Hendon,51.58902,-0.22862,86.74,97160.0,11488.851940500695,1334.657737903218,3-6min
011047-23012023,2023-01-23,2023,9,LAMBETH,529850,170550,328.0,Norbury,inf,inf,51.41910056430546,-0.13398112822503783,Norbury,51.40681223,-0.1212487,86.52,78101.0,11181.546872069295,1629.049256864831,3-6min
083955-11062023,2023-06-11,2023,10,HACKNEY,535550,186650,239.0,Homerton,51.56218166836318,-0.04564703590566292,51.5624463485238,-0.045880959435043986,Homerton,51.548634,-0.043184,19.06,86652.0,7441.716420234339,1516.938277137321,3-6min
110820-24072023,2023-07-24,2023,7,HOUNSLOW,508950,174350,316.0,Feltham,inf,inf,51.45765376814116,-0.43324931199953426,Feltham,51.46076,-0.41383,55.99,95980.0,20496.509403628635,1393.232643994343,3-6min
185891-26112023,2023-11-26,2023,21,CROYDON,532550,163950,403.0,Woodside,inf,inf,51.35916424142529,-0.09763612224993937,Woodside,51.38585958,-0.06244946,86.52,78101.0,14237.086002083892,3850.238776333163,6-9min
143753-17092023,2023-09-17,2023,9,CAMDEN,529650,183850,273.0,Euston,51.53831859528348,-0.13194970659998917,51.53866976195513,-0.13197858770841855,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,1177.60987123676,3-6min
035598-12032023,2023-03-12,2023,18,BARNET,523950,187750,322.0,Hendon,inf,inf,51.574998293278306,-0.2127491447509097,Hendon,51.58902,-0.22862,86.74,97160.0,11488.851940500695,1908.9181132092579,3-6min
205988-31122023,2023-12-31,2023,21,WALTHAM FOREST,537950,189350,285.0,Walthamstow,inf,inf,51.58612696376389,-0.010220269302785929,Walthamstow,51.58989,-0.027524,38.82,69512.0,11517.934541641036,1270.2450074218598,3-6min
153455-03102023,2023-10-03,2023,13,EALING,514650,180050,415.0,Southall,inf,inf,51.50775951118221,-0.3493950014539339,Southall,51.51144,-0.37448,55.53,91532.0,17114.811924824804,1789.0418980634545,6-9min
049011-08042023,2023-04-08,2023,20,HOUNSLOW,508950,172550,387.0,Feltham,51.44151464947298,-0.43407501763789486,51.44147504634826,-0.43380298245393667,Feltham,51.46076,-0.41383,55.99,95980.0,20496.509403628635,2560.9958233813186,6-9min
005375-12012023,2023-01-12,2023,11,HACKNEY,535350,185350,182.0,Homerton,inf,inf,51.55081232913065,-0.04926438083740666,Homerton,51.548634,-0.043184,19.06,86652.0,7441.716420234339,486.4394924490266,3-6min
104506-13072023,2023-07-13,2023,14,NEWHAM,538850,182050,324.0,Poplar,51.5203675870934,0.00014457706237797207,51.52030910653489,-0.0001174469628320256,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,1526.7668632020382,3-6min
145521-20092023,2023-09-20,2023,9,NEWHAM,538850,184750,295.0,Stratford,51.54499370006591,0.0009503448907608387,51.54457111659065,0.0009462274471881766,Stratford,51.54321,0.011631,36.22,116875.0,10437.7576427227,764.5845081253547,3-6min
